CRN,Course,Days,Time,Location,Seats Still Available,STATUS
8960,ACCT 200,MWF,1200-1250,FORBES 2074,0,Closed
8961,ACCT 200,MWF,1400-1450,TRIB 208,3,Open
8962,ACCT 201,MWF,1400-1450,LUTR 170,14,Open
8963,ACCT 201,MWF,1000-1050,FORBES 3012,0,Closed
8964,ACCT 201,MWF,1300-1350,LUTR 170,7,Open
8965,ACCT 202,TR,0930-1045,LUTR 242,0,Closed
8966,ACCT 202,MWF,0900-0950,FORBES 3014,0,Closed
8967,ACCT 202,MWF,1100-1150,LUTR 242,0,Closed
8968,ACCT 202,MWF,1000-1050,LUTR 242,0,Closed
8969,ACCT 202,TR,1100-1215,LUTR 242,0,Closed
8970,ACCT 301,MWF,1000-1050,FERG 208,14,Open
8971,ACCT 302,MWF,1100-1150,FORBES 2070C,1,Open
8974,ACCT 307,MWF,0900-0950,LUTR 347,0,Closed
9268,ACCT 307,MWF,0900-0950,LUTR 347,4,Open
9199,ACCT 401,TR,1330-1445,LUTR 242,0,Closed
8972,ACCT 404,,,ARR ,0,Closed
8973,ACCT 552,MW,1600-1715,LUTR 269,5,Open
9207,ACCT 595,MW,1800-1915,FORBES 2090,6,Open
8372,AMST 100,MWF,1200-1250,MCM 257,0,Closed
8373,AMST 100,MWF,1300-1350,MCM 257,0,Closed
8374,AMST 100,MW,1600-1715,MCM 114,0,Closed
8375,AMST 100,MWF,1400-1450,MCM 160,0,Closed
8376,AMST 100,MWF,1500-1550,MCM 160,0,Closed
8377,AMST 100,MWF,0900-0950,TFAC 205,0,Closed
8378,AMST 100,MWF,1000-1050,TFAC 205,0,Closed
8379,AMST 120,TR,1100-1215,MCM 210,0,Closed
8380,AMST 120,TR,0930-1045,MCM 210,0,Closed
8381,AMST 120,TR,1630-1745,MCM 114,0,Closed
8382,AMST 200,MWF,1000-1050,MCM 310,0,Closed
8383,AMST 200,MWF,1100-1150,MCM 310,0,Closed
8384,AMST 300,TR,1930-2045,LUTR 131,0,Closed
8385,AMST 330,TR,1330-1445,MCM 210,0,Closed
9141,AMST 395,TR,1800-1915,LUTR 131,11,Open
9167,AMST 395,TR,1500-1615,MCM 114,0,Closed
8386,AMST 490,TR,1330-1445,MCM 300B,1,Open
8724,ANTH 200,TR,1330-1445,LUTR 170,0,Closed
8725,ANTH 200,TR,1500-1615,LUTR 170,0,Closed
8726,ANTH 203,TR,1330-1445,LUTR 347,0,Closed
8727,ANTH 203,TR,1500-1615,LUTR 347,0,Closed
9158,ANTH 388,TR,1330-1445,LUTR 157,0,Closed
9142,ANTH 395,MWF,1400-1450,FORBES 3012,0,Closed
9053,ARAB 102,MWF,1000-1050,TFAC 204,0,Closed
9054,ARAB 102,MWF,1200-1250,MCM 312,0,Closed
9055,ARAB 202,MWF,1300-1350,MCM 312,6,Open
9212,BASN 134,,,ARR ,0,Closed
9213,BASN 232,,,ARR ,0,Closed
8533,BCHM 410,MWF,1100-1150,FORBES 2015,10,Open
8534,BCHM 415,MWF,0900-0950,FORBES 3012,20,Open
8535,BCHM 415L,T,1330-1720,FORBES 3048,8,Open
8479,BIOL 108,TR,1800-1915,FORBES 1022,0,Closed
8481,BIOL 109L,M,1400-1550,FORBES 1027,0,Closed
8482,BIOL 109L,M,1600-1750,FORBES 1027,1,Open
8483,BIOL 109L,M,1800-1950,FORBES 1027,0,Closed
8484,BIOL 109L,T,1800-1950,FORBES 1027,0,Closed
8485,BIOL 109L,R,1800-1950,FORBES 1027,1,Open
8486,BIOL 109L,M,2000-2150,FORBES 1027,0,Closed
8487,BIOL 109L,T,2000-2150,FORBES 1027,0,Closed
8488,BIOL 109L,R,2000-2150,FORBES 1027,0,Closed
8536,BIOL 113,MW,1600-1715,FORBES 2070D,0,Closed
8480,BIOL 115,MWF,1200-1250,FORBES 1022,0,Closed
8537,BIOL 211,MWF,0800-0850,FORBES 2015,22,Open
8538,BIOL 211,MWF,0900-0950,FORBES 2070E,0,Closed
8540,BIOL 211,TR,1100-1215,FORBES 2070D,0,Closed
8541,BIOL 211L,M,1300-1650,FORBES 1009,0,Closed
8542,BIOL 211L,T,0800-1150,FORBES 1009,16,Open
8543,BIOL 211L,W,1800-2150,FORBES 1009,1,Open
8544,BIOL 211L,T,1800-2150,FORBES 1009,0,Closed
8545,BIOL 211L,W,1300-1650,FORBES 1009,14,Open
8546,BIOL 211L,T,1330-1720,FORBES 1009,0,Closed
8489,BIOL 212,MWF,0800-0850,FORBES 1022,17,Open
8490,BIOL 212,TR,0930-1045,FORBES 2070E,0,Closed
8491,BIOL 212,TR,1100-1215,FORBES 2070E,0,Closed
8492,BIOL 212L,W,0900-1250,FORBES 1027,3,Open
8493,BIOL 212L,R,1330-1720,FORBES 1002,0,Closed
8494,BIOL 212L,T,1330-1720,FORBES 1002,6,Open
8495,BIOL 212L,W,1330-1720,FORBES 1027,0,Closed
8496,BIOL 212L,T,1330-1720,FORBES 1027,13,Open
8497,BIOL 213,MWF,0900-0950,FORBES 1033,0,Closed
8498,BIOL 213,MWF,0900-0950,FORBES 1039,5,Open
8499,BIOL 213,MWF,1100-1150,FORBES 2070D,22,Open
8500,BIOL 213,MWF,1100-1150,FORBES 2070E,34,Open
8501,BIOL 213L,T,0800-1150,FORBES 1033,6,Open
8502,BIOL 213L,T,0800-1150,FORBES 1039,14,Open
8503,BIOL 213L,M,1300-1650,FORBES 1033,6,Open
8504,BIOL 213L,M,1300-1650,FORBES 1039,8,Open
8505,BIOL 213L,W,1300-1650,FORBES 1033,8,Open
8506,BIOL 213L,W,1300-1650,FORBES 1039,19,Open
8547,BIOL 250,MW,1800-1915,FORBES 1022,26,Open
8548,BIOL 285,TR,0930-1045,FORBES 2015,10,Open
8549,BIOL 285L,R,1330-1720,FORBES 2056,0,Closed
8550,BIOL 285L,R,1800-2150,FORBES 2056,11,Open
9143,BIOL 295,MWF,1300-1350,FORBES 2070D,13,Open
9177,BIOL 295,W,1300-1350,TFAC 219,0,Closed
8551,BIOL 300,TR,0800-0915,FORBES 2090,0,Closed
9174,BIOL 300L,TR,1100-1215,FORBES 2090,8,Open
8552,BIOL 301,MWF,0900-0950,MCM 114,0,Closed
8553,BIOL 301L,T,1330-1720,FORBES 1015,3,Open
8554,BIOL 301L,W,1300-1650,FORBES 1015,7,Open
8555,BIOL 313,TR,1800-1915,MCM 101,16,Open
8556,BIOL 315,TR,0930-1045,MCM 164,35,Open
8557,BIOL 315,TR,1100-1215,FORBES 2015,0,Closed
8558,BIOL 315L,T,1330-1720,FORBES 2056,8,Open
8559,BIOL 315L,W,1300-1650,FORBES 2056,5,Open
8560,BIOL 315L,W,1800-2150,FORBES 2056,0,Closed
8561,BIOL 315L,T,1800-2150,FORBES 2056,0,Closed
8563,BIOL 326,MWF,1000-1050,FORBES 2070E,0,Closed
8507,BIOL 365,TR,1100-1215,FORBES 1027,0,Closed
8508,BIOL 391,M,0900-0950,FORBES 2051,0,Closed
8567,BIOL 391,F,1100-1150,FORBES 1002,0,Closed
8568,BIOL 391,F,0900-0950,FORBES 2012,0,Closed
8569,BIOL 391,F,1000-1050,FORBES 1002,0,Closed
8509,BIOL 391,W,0900-0950,FORBES 2051,3,Open
8510,BIOL 391,F,0900-0950,FORBES 2051,3,Open
8511,BIOL 391,M,1000-1050,FORBES 2051,3,Open
8512,BIOL 391,W,1000-1050,FORBES 2051,1,Open
8513,BIOL 391,F,1000-1050,FORBES 2051,4,Open
8564,BIOL 391,M,0900-0950,FORBES 2012,0,Closed
8565,BIOL 391,W,0900-0950,FORBES 2012,0,Closed
8566,BIOL 391,W,1000-1050,FORBES 1002,0,Closed
8514,BIOL 409,MWF,1200-1250,FORBES 2043,0,Closed
8515,BIOL 409L,R,1330-1720,FORBES 1039,0,Closed
8570,BIOL 412,TR,0930-1045,FORBES 1015,3,Open
8571,BIOL 412L,M,1300-1650,FORBES 1015,3,Open
8572,BIOL 424L,,,ARR ,0,Closed
8573,BIOL 426,MWF,0800-0850,FORBES 2070C,4,Open
8574,BIOL 426L,T,1330-1720,FORBES 1055,4,Open
8516,BIOL 430,MWF,1000-1050,FORBES 2043,0,Closed
8517,BIOL 435,TR,0930-1045,FORBES 2051,4,Open
8518,BIOL 435L,T,1330-1720,FORBES 2051,4,Open
8519,BIOL 440,MWF,0800-0850,FORBES 2043,0,Closed
8520,BIOL 440L,F,1300-1650,FORBES 2043,0,Closed
8575,BIOL 450,MWF,1100-1150,FORBES 2074,13,Open
8576,BIOL 450L,M,1300-1650,FORBES 1002,0,Closed
8577,BIOL 450L,F,1300-1650,FORBES 1002,13,Open
8909,BIOL 480,MWF,1000-1050,FORBES 1033,6,Open
8521,BIOL 491,M,0900-0950,FORBES 2043,6,Open
8581,BIOL 491,F,1300-1350,FORBES 1009,0,Closed
9271,BIOL 491,W,1100-1150,FORBES 2012,2,Open
9272,BIOL 491,R,0800-0850,FORBES 2012,7,Open
9273,BIOL 491,T,0800-0850,FORBES 2012,1,Open
8522,BIOL 491,W,0900-0950,FORBES 2043,0,Closed
8523,BIOL 491,F,0900-0950,FORBES 2043,6,Open
8524,BIOL 491,M,1100-1150,FORBES 2051,6,Open
8525,BIOL 491,W,1100-1150,FORBES 2051,5,Open
8526,BIOL 491,F,1100-1150,FORBES 2051,7,Open
8578,BIOL 491,W,1700-1750,FORBES 1009,0,Closed
8579,BIOL 491,M,0900-0950,FORBES 1009,0,Closed
8580,BIOL 491,M,1000-1050,FORBES 1009,0,Closed
9276,BIOL 496,,,ARR ,0,Closed
9277,BIOL 496,,,ARR ,0,Closed
8976,BTMG 020,,,ARR ,10,Open
8977,BTMG 030,,,ARR ,9,Open
8978,BTMG 040,,,ARR ,7,Open
9175,BUSN 195,MWF,1100-1150,LUTR 142,0,Closed
8979,BUSN 210,TR,1800-1915,LUTR 242,0,Closed
8980,BUSN 231,TR,1330-1445,LUTR 105,0,Closed
8981,BUSN 231,TR,1500-1615,LUTR 105,0,Closed
8982,BUSN 231,TR,1630-1745,LUTR 105,0,Closed
8983,BUSN 231,MWF,0800-0850,LUTR 105,0,Closed
8985,BUSN 231,MW,1930-2045,LUTR 123,3,Open
8986,BUSN 251,TR,1630-1745,TRIB 208,0,Closed
8987,BUSN 251,TR,1800-1915,TRIB 208,0,Closed
8988,BUSN 251,TR,1100-1215,LUTR 137,0,Closed
8989,BUSN 251,TR,1330-1445,LUTR 137,0,Closed
8990,BUSN 251,TR,1500-1615,LUTR 137,2,Open
9019,BUSN 276L,M,1800-1950,LUTR 105,6,Open
9020,BUSN 276L,R,1800-1950,LUTR 123,0,Closed
8991,BUSN 300,MWF,1100-1150,LUTR 264,5,Open
8992,BUSN 300,MWF,1300-1350,FORBES 2074,16,Open
8993,BUSN 300,MWF,1000-1050,LUTR 264,3,Open
8994,BUSN 303,MWF,1000-1050,FORBES 2070D,0,Closed
8995,BUSN 303,MWF,1400-1450,LUTR 269,18,Open
8996,BUSN 303,TR,1800-1915,LUTR 347,13,Open
8997,BUSN 304,TR,1100-1215,LUTR 105,0,Closed
8998,BUSN 304,MWF,0800-0850,LUTR 109,21,Open
8999,BUSN 304,TR,0930-1045,LUTR 105,11,Open
9000,BUSN 305,TR,1800-1915,LUTR 105,0,Closed
9001,BUSN 305,TR,1930-2045,LUTR 105,0,Closed
9002,BUSN 305,MWF,1300-1350,LUTR 105,3,Open
9003,BUSN 305,MWF,1400-1450,LUTR 105,9,Open
9005,BUSN 311,TR,1500-1615,FORBES 3014,1,Open
9006,BUSN 311,MWF,1200-1250,LUTR 137,0,Closed
9007,BUSN 317,MWF,0900-0950,FERG 207,7,Open
9008,BUSN 317,MWF,1000-1050,FERG 207,0,Closed
9009,BUSN 323,TR,1500-1615,MCM 164,9,Open
9010,BUSN 323,TR,0930-1045,MCM 360,5,Open
9011,BUSN 323,MWF,0800-0850,LUTR 142,0,Closed
9202,BUSN 354,,,ARR ,0,Closed
9012,BUSN 418,MWF,1100-1150,MCM 110,0,Closed
9013,BUSN 418,MWF,1300-1350,LUTR 137,0,Closed
9015,BUSN 418,MWF,1000-1050,LUTR 347,0,Closed
9016,BUSN 442,TR,1330-1445,FERG 201,0,Closed
9017,BUSN 448,TR,1800-1915,FORBES 3014,6,Open
9018,BUSN 448,TR,0800-0915,LUTR 347,0,Closed
9280,BUSN 499,,,ARR ,0,Closed
9214,CELL 132,,,ARR ,0,Closed
9215,CELL 332,,,ARR ,0,Closed
8582,CHEM 104,MWF,0800-0850,FORBES 2070E,19,Open
8583,CHEM 104L,M,1800-2100,FORBES 3002,0,Closed
8584,CHEM 121,MWF,1300-1350,LUTR 121,0,Closed
8585,CHEM 121,TR,0930-1045,FORBES 2070C,0,Closed
8586,CHEM 121L,W,1800-2150,FORBES 3009,0,Closed
8587,CHEM 121L,R,1800-2150,FORBES 3009,0,Closed
8588,CHEM 121L,M,1800-2150,FORBES 3009,0,Closed
9168,CHEM 121L,W,1800-2150,FORBES 3002,0,Closed
8589,CHEM 122,TR,0930-1045,FORBES 2070D,0,Closed
8590,CHEM 122,MWF,0900-0950,FORBES 1022,0,Closed
8591,CHEM 122,MWF,1400-1450,FORBES 2015,12,Open
8592,CHEM 122,MWF,1100-1150,MCM 114,0,Closed
8593,CHEM 122,MWF,1200-1250,FORBES 2070E,0,Closed
8594,CHEM 122,MWF,1300-1350,FORBES 2015,10,Open
8595,CHEM 122L,W,1300-1650,FORBES 3002,4,Open
8606,CHEM 122L,F,1300-1650,FORBES 3009,14,Open
8607,CHEM 122L,R,0830-1220,FORBES 3002,0,Closed
8608,CHEM 122L,R,1330-1720,FORBES 3002,0,Closed
8596,CHEM 122L,W,1300-1650,FORBES 3009,19,Open
8597,CHEM 122L,T,1330-1720,FORBES 3009,0,Closed
8598,CHEM 122L,T,1330-1720,FORBES 3002,0,Closed
8599,CHEM 122L,R,1330-1720,FORBES 3009,0,Closed
8600,CHEM 122L,M,1300-1650,FORBES 3002,11,Open
8601,CHEM 122L,M,1300-1650,FORBES 3009,11,Open
8602,CHEM 122L,T,0830-1220,FORBES 3002,8,Open
8609,CHEM 222,MWF,1000-1050,FORBES 1022,0,Closed
8610,CHEM 222,MWF,1200-1250,FORBES 2015,0,Closed
8611,CHEM 222L,T,0830-1220,FORBES 3052,2,Open
8612,CHEM 222L,W,1300-1650,FORBES 3052,0,Closed
8613,CHEM 222L,R,1800-2150,FORBES 3052,0,Closed
8614,CHEM 222L,R,1330-1720,FORBES 3052,0,Closed
8615,CHEM 222L,R,0830-1220,FORBES 3052,11,Open
8616,CHEM 222L,W,1800-2150,FORBES 3052,3,Open
8617,CHEM 222L,T,1330-1720,FORBES 3052,0,Closed
8618,CHEM 342,MWF,1000-1050,FORBES 3048,20,Open
8619,CHEM 342L,W,1330-1720,FORBES 3048,20,Open
8620,CHEM 361,MWF,1200-1250,LUTR 170,19,Open
8621,CHEM 361L,R,1330-1720,FORBES 3040,0,Closed
8622,CHEM 435,TR,1100-1215,FORBES 3048,15,Open
8623,CHEM 492,M,1300-1350,FORBES 3048,17,Open
9172,CHEM 535,TR,1100-1215,FORBES 3048,2,Open
9056,CHIN 102,MWF,1000-1050,FERG 201,8,Open
9211,CHIN 202,MWF,1100-1150,FERG 207,5,Open
9216,CLAR 132,,,ARR ,0,Closed
9217,CLAR 234,,,ARR ,0,Closed
9058,CLST 101,TR,1100-1215,MCM 357,0,Closed
9059,CLST 101,TR,1500-1615,MCM 160,0,Closed
9060,CLST 201,MWF,0900-0950,MCM 310,0,Closed
9065,CLST 211,MWF,1100-1150,MCM 164,0,Closed
9066,CLST 211,MWF,1200-1250,MCM 164,0,Closed
9061,CLST 313,MWF,1400-1450,MCM 314,0,Closed
9062,CLST 316,MWF,1000-1050,MCM 164,0,Closed
9063,CLST 413,MWF,1400-1450,MCM 314,3,Open
9064,CLST 416,MWF,1000-1050,MCM 164,0,Closed
8002,COLL 150,MW,1200-1250,MCM 262,29,Open
8003,COLL 150,MW,1400-1450,FORBES 2074,29,Open
8004,COLL 150,TR,1330-1420,LUTR 121,29,Open
8006,COLL 150,MW,1300-1350,FORBES 2070C,29,Open
9140,COLL 150,TR,1100-1150,FERG 208,0,Closed
8007,COLL 277,,,ARR ,7,Open
8008,COMM 201,TR,1630-1745,LUTR 139,0,Closed
8009,COMM 201,TR,1800-1915,LUTR 139,0,Closed
8010,COMM 201,T,1930-2215,LUTR 139,0,Closed
8011,COMM 201,W,1930-2215,LUTR 139,0,Closed
8012,COMM 201,TR,1500-1615,MCM 200B,0,Closed
8013,COMM 201,TR,1630-1745,MCM 200B,0,Closed
8014,COMM 211,MWF,1100-1150,LUTR 121,24,Open
8015,COMM 222,MWF,0900-0950,LUTR 121,34,Open
8016,COMM 232,TR,1330-1445,MCM 110,0,Closed
9282,COMM 232,TR,1500-1615,MCM 110,13,Open
8017,COMM 239,MWF,1000-1050,LUTR 131,0,Closed
8018,COMM 239,MWF,1100-1150,LUTR 131,0,Closed
8019,COMM 239,M,1930-2215,LUTR 139,3,Open
8020,COMM 239,MW,1800-1915,LUTR 137,0,Closed
8021,COMM 239,MW,1930-2045,LUTR 137,3,Open
8022,COMM 249,MWF,1400-1450,FORBES 2070C,0,Closed
8023,COMM 249,TR,1630-1745,FORBES 2070C,16,Open
8024,COMM 249,TR,0930-1045,FORBES 2014,1,Open
8025,COMM 291,,,ARR ,0,Closed
8034,COMM 302,TR,1330-1445,FORBES 3012,0,Closed
8035,COMM 302,TR,1500-1615,FORBES 3012,0,Closed
8036,COMM 303,MWF,1200-1250,LUTR 131,5,Open
8037,COMM 304,TR,1330-1445,LUTR 139,0,Closed
8038,COMM 304,TR,1500-1615,LUTR 139,10,Open
8028,COMM 305,TR,1100-1215,FORBES 2088,0,Closed
8029,COMM 305,TR,1500-1615,FORBES 2070C,7,Open
8031,COMM 311,MWF,1300-1350,LUTR 139,0,Closed
8032,COMM 311,MWF,1400-1450,LUTR 139,0,Closed
8039,COMM 315,TR,0930-1045,FORBES 3012,0,Closed
8033,COMM 321,MWF,1300-1350,LUTR 131,0,Closed
8040,COMM 322,MWF,1200-1250,FORBES 3012,0,Closed
8042,COMM 330,TR,1100-1215,TFAC 205,0,Closed
8043,COMM 357,MWF,0900-0950,LUTR 142,0,Closed
8044,COMM 357,MWF,1000-1050,LUTR 142,0,Closed
8045,COMM 357,TR,1330-1445,MCM 360,0,Closed
8046,COMM 357,W,1600-1915,LUTR 139,10,Open
8047,COMM 360,TR,0930-1045,LUTR 139,0,Closed
9163,COMM 395,MWF,1300-1350,FORBES 3014,0,Closed
9164,COMM 395,MWF,1400-1450,FORBES 3014,0,Closed
8048,COMM 405,MWF,1200-1250,LUTR 139,7,Open
8049,COMM 452,MWF,0900-0950,LUTR 139,0,Closed
8050,COMM 452,MWF,1000-1050,LUTR 139,0,Closed
8051,COMM 452,MWF,1100-1150,LUTR 139,0,Closed
8052,COMM 452,TR,1100-1215,LUTR 139,0,Closed
8053,COMM 452,TR,1100-1215,FORBES 2012,0,Closed
8054,COMM 491,,,ARR ,0,Closed
9218,COMP 132,,,ARR ,0,Closed
9219,COMP 132,,,ARR ,0,Closed
9220,COMP 232,,,ARR ,0,Closed
9221,COMP 332,,,ARR ,0,Closed
9222,COMP 432,,,ARR ,0,Closed
8780,CPEN 214,TR,1330-1445,FORBES 2070A,0,Closed
8782,CPEN 315,TR,0930-1045,LUTR 170,14,Open
8783,CPEN 315L,M,1800-2045,LUTR 206,12,Open
8784,CPEN 315L,M,1500-1745,LUTR 206,6,Open
8785,CPEN 371,MW,1300-1350,LUTR 322,0,Closed
8787,CPEN 371,MW,1500-1550,LUTR 322,0,Closed
8788,CPEN 371,MW,1600-1650,LUTR 322,0,Closed
8789,CPEN 414,TR,0800-0915,LUTR 170,14,Open
8790,CPEN 422,TR,1500-1615,LUTR 322,16,Open
9260,CPEN 497,MWF,1100-1150,LUTR 322,1,Open
8791,CPEN 498,MWF,1100-1150,LUTR 322,7,Open
8792,CPSC 110,MW,1800-1915,LUTR 258,0,Closed
8793,CPSC 110,MW,1930-2045,LUTR 258,1,Open
8794,CPSC 110,MW,2100-2215,LUTR 258,42,Open
8795,CPSC 110,MWF,1400-1450,LUTR 258,12,Open
8796,CPSC 150,MWF,0900-0950,LUTR 236,0,Closed
8797,CPSC 150,MWF,1400-1450,LUTR 236,0,Closed
8798,CPSC 150,MWF,1300-1350,LUTR 236,0,Closed
8799,CPSC 150L,T,1330-1515,LUTR 109,0,Closed
8800,CPSC 150L,W,1600-1745,FORBES 2090,0,Closed
8801,CPSC 150L,W,1930-2115,LUTR 323,0,Closed
8802,CPSC 215,MWF,1400-1450,LUTR 109,0,Closed
8803,CPSC 215,MWF,1500-1550,LUTR 109,0,Closed
8804,CPSC 215,MW,1600-1715,LUTR 109,0,Closed
8805,CPSC 215,MW,1800-1915,LUTR 109,0,Closed
8806,CPSC 215,MW,1930-2045,LUTR 109,4,Open
8807,CPSC 215,MWF,1100-1150,LUTR 105,0,Closed
8808,CPSC 216,MWF,1300-1350,LUTR 258,9,Open
8809,CPSC 216,MWF,1000-1050,LUTR 105,13,Open
8810,CPSC 250,TR,1630-1745,LUTR 236,0,Closed
8811,CPSC 250,MWF,1100-1150,LUTR 236,0,Closed
8812,CPSC 250,MW,1600-1715,LUTR 258,1,Open
8813,CPSC 250,MWF,1000-1050,LUTR 236,0,Closed
8814,CPSC 250,TR,1800-1915,LUTR 236,6,Open
8815,CPSC 250L,R,1330-1515,LUTR 109,0,Closed
8816,CPSC 250L,R,1800-1945,LUTR 109,0,Closed
8817,CPSC 250L,W,1930-2115,FORBES 2090,0,Closed
8818,CPSC 250L,R,2000-2145,LUTR 109,1,Open
8819,CPSC 250L,T,1800-1945,LUTR 258,0,Closed
8820,CPSC 255,MWF,1000-1050,LUTR 109,12,Open
8821,CPSC 255,MWF,1100-1150,LUTR 109,0,Closed
8822,CPSC 270,TR,0930-1045,LUTR 236,0,Closed
8823,CPSC 270,TR,1100-1215,LUTR 236,0,Closed
8825,CPSC 280,MWF,1000-1050,LUTR 258,0,Closed
8826,CPSC 280,MWF,0900-0950,LUTR 258,11,Open
8827,CPSC 327,TR,1500-1615,LUTR 236,0,Closed
8828,CPSC 335,MW,1800-1915,LUTR 376,0,Closed
8829,CPSC 351,TR,0930-1045,LUTR 322,9,Open
8830,CPSC 351,TR,1630-1745,LUTR 258,9,Open
8831,CPSC 360,TR,0800-0915,LUTR 236,0,Closed
8832,CPSC 410,TR,1100-1215,LUTR 258,5,Open
8833,CPSC 410,TR,0930-1045,LUTR 258,1,Open
8834,CPSC 420,MW,1600-1715,LUTR 236,0,Closed
8835,CPSC 420,MW,1800-1915,LUTR 236,14,Open
8836,CPSC 440,MWF,1500-1550,LUTR 258,0,Closed
8837,CPSC 440,MWF,1300-1350,LUTR 109,0,Closed
8838,CPSC 445,TR,1330-1445,LUTR 258,0,Closed
8839,CPSC 472,MWF,1500-1550,LUTR 170,0,Closed
9156,CPSC 495,MW,1600-1715,LUTR 142,0,Closed
8840,CPSC 498,MWF,1100-1150,MCM 162,0,Closed
8841,CPSC 502,MW,1600-1715,LUTR 142,2,Open
8842,CPSC 521,TR,0800-0915,LUTR 170,9,Open
8730,CRIM 208,MWF,1300-1350,LUTR 264,0,Closed
8731,CRIM 208,MWF,1400-1450,LUTR 264,0,Closed
8732,CRIM 331,TR,1800-1915,LUTR 264,0,Closed
8733,CRIM 338,TR,1330-1445,MCM 216,0,Closed
8734,CRIM 354,M,1800-2045,LUTR 264,0,Closed
8735,CRIM 357,TR,1630-1745,LUTR 170,0,Closed
8736,CRIM 374,TR,1500-1615,LUTR 142,0,Closed
8737,CRIM 390,TR,1100-1215,LUTR 167,0,Closed
9144,CRIM 395,MWF,0800-0850,LUTR 170,0,Closed
9145,CRIM 395,MWF,0900-0950,LUTR 170,0,Closed
9155,CRIM 395,MWF,1400-1450,FORBES 3012,0,Closed
8738,CRIM 491,,,ARR ,11,Open
8843,CYBR 198,W,1300-1350,LUTR 323,0,Closed
8844,CYBR 298,W,1300-1350,LUTR 323,4,Open
8845,CYBR 428,TR,1500-1615,LUTR 323,0,Closed
8846,CYBR 429,TR,1100-1215,LUTR 109,0,Closed
8847,CYBR 448,TR,1800-1915,LUTR 323,11,Open
9258,CYBR 495,TR,1930-2045,LUTR 323,15,Open
8848,CYBR 498,TR,1330-1445,LUTR 258,13,Open
8188,DANC 204,MW,1100-1215,FERG T177,0,Closed
8189,DANC 204,MW,1300-1415,FERG T177,0,Closed
8190,DANC 205,MW,0930-1045,FERG T177,0,Closed
8191,DANC 206,TR,0930-1045,FERG T177,0,Closed
8192,DANC 206,MW,1600-1715,FERG T177,0,Closed
8193,DANC 304,TR,1330-1445,FERG T177,0,Closed
8194,DANC 306,TR,1100-1215,FERG T177,12,Open
8195,DANC 360,TR,1500-1615,FERG T177,0,Closed
8196,DANC 381,,,ARR ,0,Closed
8197,DANC 430,MW,1430-1545,FERG T177,9,Open
8849,DATA 301,MWF,0900-0950,LUTR 323,0,Closed
9265,DTAN 300,TR,1100-1215,LUTR 170,2,Open
8055,ECON 200,MWF,0900-0950,TRIB 1210,0,Closed
8056,ECON 200,MWF,1000-1050,TRIB 1210,0,Closed
8057,ECON 200,TR,1330-1445,FORBES 2014,0,Closed
8058,ECON 200,MWF,1300-1350,TRIB 1210,0,Closed
8059,ECON 200,M,1800-2045,LUTR 142,0,Closed
8060,ECON 200,W,1800-2045,LUTR 142,0,Closed
8061,ECON 200,T,1800-2045,LUTR 170,0,Closed
8062,ECON 200,R,1800-2045,LUTR 170,0,Closed
8063,ECON 200,M,1800-2045,LUTR 170,0,Closed
8064,ECON 201,MWF,1200-1250,LUTR 121,0,Closed
8065,ECON 201,MWF,1300-1350,LUTR 347,0,Closed
